Issuer Name,Issuer location,,Issuer sector,Bond type,Bonds per type,Amount issued (USD bn.),Lastest External Review Form,Last Url Form,External  Reviewer,Latest External Review Report
CHURCH COMMISSIONERS FOR ENGLAND,United Kingdom,,Corporate - Consumer Discretionary,Sustainability,1,0.30bn,,,ISS ESG,June 2022
CIA DE SANEAMENTO DO PARANA,Brazil,,Corporate - Utilities,Sustainability,2,0.11bn,January 2022,https://dl.luxse.com/dl?v=xz06eSAtrmY+6AY9qgORUkq4ybUQJ1Tibjj2k4I8tQb6TPWd23+lYX6tWezLPufqDAFgMtnN/nDLT9bl90Af1tBVz1s3nJsX/1qx5oSx7GO9jkOTbb+EoMYnR0ixctsV,Sitawi,January 2022
CIA DE SANENA DO PARANA,Brazil,,Corporate - Utilities,Sustainability,1,0.08bn,April 2023,https://dl.luxse.com/dl?v=BilQDlr12blyoPvamYeHysFoPzWg9eXldH2Vb+rncHFl4TL7seaGiaEIZ3054XtYdWeMUvSQyKOLYj7WGHFsoz5yLIG7CjUiLbX5xJ3rtrU7UENrWaufoh4oVPmhQZWF,Other,April 2023
CIA ENERGETICA DE PERNAMBUCO SA,Brazil,,Corporate - Utilities,Green,2,0.14bn,December 2022,https://dl.luxse.com/dl?v=4EOokJIUAvdvp8by+B3m21Qp1+opEziQHBWLsWDBp7yogCMbDklOM6fi3FganqjN0fzvIv1CYKjhAhx4WA2fgbXLakT1QE14oOoKnQvqAS5wT1sTDl+RO6CBurGSpXrl,Other,December 2022
CIBUS NORDIC REAL ESTATE AB,Sweden,,Financials - Real estate,Green,5,0.32bn,May 2020,https://dl.luxse.com/dl?v=BajIwakRuKjsoq1To/hgdbD36NQE5OQnndBWdTUz/JUk9zJkO0D+Fdyi3zyosB0e+DsoBJPruzi510Sn+AQuk54BqgRPtuT0183uw1Wcv0521PtgyjYC0NoqPQH/Lefs,ISS ESG,July 2023
CIFI HOLDINGS GROUP CO LTD,Cayman Islands,,Financials - Real estate,Green,3,1.15bn,April 2020,https://dl.luxse.com/dl?v=N1vQVeuBlE7crg7aZ3Mp4ZTFZJBDQGUroNIxcCNFM282FVM/UpqP5sscgA7xrLb9Eb/TbTUsi+ZxTMZVD1OfJbR/WvInJ6M1GZB0sbtCfg+SW5f0510F5UX1SLeaOev9,Sustainalytics,April 2020
CIMB BANK BHD,Malaysia,,Financials - Banking,Sustainability,7,1.11bn,October 2021,https://dl.luxse.com/dl?v=vDlRF1ERqXKJzzU/YZcYJJ8ELunrSTSqSNoqXJvQq0dSVGMzzo23Xwz9o/JMiA6qXt0zSNBAl9IYk//aVZ5f20B/f7eOliUcy20cqB9y0y2CHwZDB3QuVtCzrxNjVj2l,Sustainalytics,October 2021
CIMB GROUP HOLDINGS BHD,Malaysia,,Financials - Banking,Sustainability,5,0.61bn,October 2021,https://dl.luxse.com/dl?v=Sm3F/sVOGNK3ZP6F/3aqKYAtUnejLNqpR/X05AhKoNYB39XaH4No17GKRSXyl4gDfFEj1JSDZBAd6BuASSY0mpBRF4eOYnjP56fQgKzq8gbtkgGCvDWFDaxXsbE7i/8T,Sustainalytics,October 2021
CIMB THAI BANK PCL,Thailand,,Financials - Banking,Green,1,0.06bn,June 2023,https://dl.luxse.com/dl?v=2Y5uWICYbsYVegvtG/82Qux4Urv4+OELsld9fswxJRsK45w93CpGcpy3AWW2u3uzM3ORH+PFZFtsPrUNCJXlG7oKWGdLZDbkAYWaovUNt/dTWziiciWhb5ttkTSXXpWf,DNV GL,June 2023
CINIS FERTILIZER AB,Sweden,,Corporate - Materials,Green,1,0.05bn,,,S&P,November 2024
CITIGROUP GLOBAL MARKETS HOLDINGS INC.,United States,,Financials - Financial services,Green,7,0.08bn,January 2019,https://dl.luxse.com/dl?v=9yBauB+mv9VwlqPEJNLZ1uOpyM4ytob1FRL8qxMWJlHscowzlbw7l76KFbn8eLpS+TCfTWpDf7EekcDv3r0F1e6AbDpEPbZVS6ZS9riIX0BbusnZ3hspZOSkma9A8jV2,Sustainalytics,January 2019
CITIGROUP GLOBAL MARKETS HOLDINGS INC.,United States,,Financials - Financial services,Social,12,0.08bn,July 2021,https://dl.luxse.com/dl?v=XHnq25ZkHkR4BMg7/mlsP0cHSwKYid8BjzhHxbXmFts3mZ+APEiYOB1OaX7ov5mrp0hvnC9CdPhT1ozGynljjyu5MG/QwU9xuEuhoZBQlSeS+PtgIrr7Du0PDyCTuYoC,Sustainalytics,July 2021
CITIGROUP GLOBAL MARKETS HOLDINGS INC/UNITED STATES,United States,,Financials - Financial services,Green,2,0.10bn,January 2019,https://dl.luxse.com/dl?v=ZO3hLL9U4XmpCIFYPwK7PyrOzJj1mZDjYqmjHZ/l+HDhAbIV0mH9gBKRG102jhTCijP8ldEYr0QQ/cAzEIPMcRvinlF891fvi1/TkvxHeazuTaaZIufwEMHnytPwDdME,Sustainalytics,January 2019
CITIGROUP GLOBAL MARKETS HOLDINGS INC/UNITED STATES,United States,,Financials - Financial services,Social,1,0.17bn,July 2021,https://dl.luxse.com/dl?v=975xooDaiVqlEQOISy9LO8HOHatVf5c+PiPNQYOwj9RGK1/Iy91VIx0sBqrrwY8z5Pz6NJe4DAny9mM1nSpnE3jH0zuHvwvS+9NglkWvtNWY4YIo9GdP4GLJckuoNWcm,Sustainalytics,July 2021
CITIGROUP INC,United States,,Financials - Banking,Green,21,2.19bn,January 2019,https://dl.luxse.com/dl?v=UwvJ8xKc+24kuMvxcJW9eg5FfkXk41I6GXRPTGK5/6Te7LKGOqFbc7gD03iAEDkQGShp6LOWmNZ1KAXYsBO919rEaV2FP8pZJiV+Ah73XOnN5BSJH8txJuAA0ePbwRFP,Sustainalytics,January 2019
CITIGROUP INC,United States,,Financials - Banking,Social,20,4.24bn,July 2021,https://dl.luxse.com/dl?v=tp0fGIS2gzFxqt10Ai1g83o/AwtjDL+181S1lFPm0+7RJod3AaUtr1d1LP0USStgyjjO2ag3987y4S7jXqwr47IIGEUvvJfYyV5eS5un3Tms8BuJhXEwslU7WVo9LC3e,Sustainalytics,July 2021
CITIZEN WATCH CO. LTD,Japan,,Corporate - Consumer Discretionary,Sustainability Linked Bonds,1,0.07bn,,,R&I,August 2023
CITRINSOLAR GMBH,Germany,,Corporate - Technology,Green,1,0.03bn,,,Imug,November 2023
CITY OF BARCELONA,Spain,,SSA - Quasi-sovereigns,Sustainability,1,0.04bn,November 2017,https://dl.luxse.com/dl?v=SaovJt67rEtflQd3Tmu9xawHAevatNCXg/T6/4wNwEyiArTCW+hDlvWwUcWxLlOvuXeXku6XajmVhP6n8yivPJs3vf5u2ojhFSq444SYjRVXu3VQAdBj438qG/+C4Ze0,Sustainalytics,November 2017
CITY OF BERN SWITZERLAND,Switzerland,,SSA - Quasi-sovereigns,Green,1,0.16bn,,,ISS ESG,October 2024
CITY OF BORAS SWEDEN,Sweden,,SSA - Quasi-sovereigns,Green,2,0.06bn,,,Cicero,September 2023
CITY OF CHIBA,Japan,,SSA - Quasi-sovereigns,Green,3,0.08bn,,,Japan Credit Rating Agency,July 2024
CITY OF CHIBA,Japan,,SSA - Quasi-sovereigns,Sustainability,1,0.03bn,,,Japan Credit Rating Agency,June 2023
CITY OF CÓRDOBA (THE),Argentina,,SSA - Quasi-sovereigns,Green,1,0.01bn,,,Other,October 2022
CITY OF FUKUOKA JAPAN,Japan,,SSA - Quasi-sovereigns,Green,3,0.17bn,,,R&I,October 2023
CITY OF GENEVA SWITZERLAND,Switzerland,,SSA - Quasi-sovereigns,Green,1,0.16bn,,,ISS ESG,October 2023
CITY OF GOTHENBURG SWEDEN,Sweden,,SSA - Quasi-sovereigns,Green,31,3.21bn,September 2019,https://dl.luxse.com/dl?v=ZQVToLgA+NUgD69y2uvibSJf8OgQYMeX6UyMpClPiL+QhQEe4Z+mrH1wmc47JOYbPACg7+2g3zpKzvvHx3Q2HUu0U/Ns3q42w8ddTYSnAWYUrAXTXqTfg3a6NcH3YGd2,Cicero,September 2022
CITY OF HELSINGBORG SWEDEN,Sweden,,SSA - Quasi-sovereigns,Green,2,0.09bn,April 2023,https://dl.luxse.com/dl?v=KXaEsrkpUEauxAIvzyiUpLJ+3VaTsjIRPKAsvY+nBzeTwjk7FU4VeIYbpHBGqW+6nPM3q+XC8W3LrbB9kgWa7Um1Xk0SLXaQ6OtQbo5QE5dTV1hHw+w7Ox2EjwiZ7mir,Sustainalytics,April 2023
CITY OF HELSINGBORG SWEDEN,Sweden,,SSA - Quasi-sovereigns,Sustainability Linked Bonds,2,0.11bn,,,S&P,January 2022
CITY OF KAWASAKI JAPAN,Japan,,SSA - Quasi-sovereigns,Green,6,0.39bn,,,Japan Credit Rating Agency,July 2024
CITY OF KITAKYUSHU JAPAN,Japan,,SSA - Quasi-sovereigns,Sustainability,8,0.30bn,,,R&I,August 2023
CITY OF KUMAMOTO,Japan,,SSA - Quasi-sovereigns,Green,2,0.05bn,,,Japan Credit Rating Agency,November 2023
CITY OF KYOTO,Japan,,SSA - Quasi-sovereigns,Green,2,0.08bn,,,Japan Credit Rating Agency,November 2022
CITY OF LUNDS SWEDEN,Sweden,,SSA - Quasi-sovereigns,Green,9,0.41bn,,,Sustainalytics,February 2024
CITY OF MALMO SWEDEN,Sweden,,SSA - Quasi-sovereigns,Green,11,0.75bn,November 2017,https://dl.luxse.com/dl?v=Zfzmg4tT+nXrstu75CyRrUPc1Q3faCORmlFAz/g76oXwlTQWcdvcFnHI0fD6Itkne6QXpuW1WvACvQUIZBs1F4yvOldhrjhy3cY7rHB8Ard6TKcjImjd1uPE32eoi1iA,Sustainalytics,November 2017
CITY OF MUNICH GERMANY,Germany,,SSA - Quasi-sovereigns,Green,1,0.33bn,,,Imug,August 2024
CITY OF MUNICH GERMANY,Germany,,SSA - Quasi-sovereigns,Social,1,0.13bn,,,Imug,February 2020
CITY OF NORRKOPING SWEDEN,Sweden,,SSA - Quasi-sovereigns,Green,6,0.32bn,,,Cicero,October 2022
CITY OF OREBRO SWEDEN,Sweden,,SSA - Quasi-sovereigns,Green,11,0.60bn,,,Sustainalytics,April 2024
CITY OF OSAKA JAPAN,Japan,,SSA - Quasi-sovereigns,Green,2,0.07bn,December 2022,https://dl.luxse.com/dl?v=psYPZhHY7ww2A9th4NqKvK+y0ACbxPNqOAP9UjDwsaS9RQcBhEWY0B00ihAkfe80tVVGi+/Wcp/fIuWgMDX2GXnWApxeQRMq/hYhmVejqcKQI7EjhU8ZbRUem4J3Z0Uw,R&I,December 2022
CITY OF OSTERSUND SWEDEN,Sweden,,SSA - Quasi-sovereigns,Green,15,0.72bn,,,Cicero,January 2023
CITY OF OTTAWA ONTARIO,Canada,,SSA - Quasi-sovereigns,Green,3,0.78bn,October 2017,https://dl.luxse.com/dl?v=wFmHjrpQM/H5tAaYqFVW78NiMqOdmTrdfGR6KhBvIqzl0vNR6GFl4LFJ1PbH4tSBdCTCS2c2QIGhaD7Oxi5ULWbddG3JoKbrm6fSNdSA1zomSyoAdeoxPYb/tKj5lCKM,Sustainalytics,October 2017
CITY OF OTTAWA ONTARIO,Canada,,SSA - Quasi-sovereigns,Sustainability,1,0.17bn,,,Sustainalytics,February 2024
CITY OF REYKJAVIK ICELAND,Iceland,,SSA - Quasi-sovereigns,Green,2,0.06bn,April 2023,https://dl.luxse.com/dl?v=/imeZGOJmjL9rLlD6kPNPJnuirKY3ekfsQqm0rV59iLHaG7113qbYAIckz0t0dvHZVv3vlpLl1NJZ0TDmtfaVMrF9/+Lb2o8oIswiWo8+K+eqLH7Y4UXH/wuc73m6gbU,Cicero,November 2018
CITY OF SAGAMIHARA,Japan,,SSA - Quasi-sovereigns,Green,3,0.10bn,,,R&I,January 2023
CITY OF SAPPORO JAPAN,Japan,,SSA - Quasi-sovereigns,Green,1,0.05bn,,,R&I,October 2023
CITY OF SAPPORO JAPAN,Japan,,SSA - Quasi-sovereigns,Sustainability,1,0.03bn,,,R&I,October 2023
CITY OF SENDAI JAPAN,Japan,,SSA - Quasi-sovereigns,Green,5,0.09bn,July 2022,https://dl.luxse.com/dl?v=Y6g5SqCa47r6ebFalsi232/qOf14SKFAjvDTJH7hql+N/V3tsDqcla3ZM1yZK1GdaFNtAf112DA+Mj4XIYPbgwkQgimskQ4a/hwRtK/sNUIhXDbkxEVz8xGNLyXzsxq4,R&I,July 2022
CITY OF TORONTO CANADA,Canada,,SSA - Quasi-sovereigns,Green,5,1.03bn,March 2018,https://dl.luxse.com/dl?v=qJ0mKQU+awcx7ZoDbm9VDawfWVO4L8SOcG9KOOKo98AOhbEM5EZB39cxyQekMQ6IeaTWidKQP+eFZjmSoAnkUHvAscnt3PWmfDcst/Yp2EhfDFArRjUqrZw7pb/hFSRa,Sustainalytics,March 2018
CITY OF TORONTO CANADA,Canada,,SSA - Quasi-sovereigns,Social,3,0.64bn,March 2020,https://dl.luxse.com/dl?v=v93LThkOVcCOBDRE4P5dcI9fqnNGABTi5FZRtVvWhLzhF5Qyk82Gh6vwbklpoz+eLmPnpufdyCUk3mrfRJ7iGMbwe0vORVMCtqKa5hqKfpZX6mZ3mOV6m/0tZfrV45X6,Sustainalytics,March 2020
CITY OF TRELLEBORG SWEDEN,Sweden,,SSA - Quasi-sovereigns,Green,1,0.04bn,,,Cicero,June 2023
CITY OF VANCOUVER,Canada,,SSA - Quasi-sovereigns,Green,1,0.07bn,June 2018,https://dl.luxse.com/dl?v=+qtJRKekk+ocUiapjQcLuydUxleCz6LQ36RFtnbsrWkZ6xImtvqMgg2M+HWxLA9tlnWv4JXnNdiylDGa50ubF0eD1uslJEK/8p5jp8XgYxvumQx5lgU+dLqzY11ejClv,Sustainalytics,June 2018
CITY OF VANCOUVER,Canada,,SSA - Quasi-sovereigns,Sustainability,2,0.15bn,July 2020,https://dl.luxse.com/dl?v=h/L4I0cKLwX7DNXCkE6k4adDbq69uEKC+3qYz32k9IiTVUYr9qePdyIuOZYfECXBvm5PSfF6JmKbzBsQUqTlxzJmwIbcZIWKbV8suSFU9GDWQH7WAQz5JyKmgxf/qLxd,Sustainalytics,July 2020
CITY OF VASTERAS/SWEDEN,Sweden,,SSA - Quasi-sovereigns,Sustainability Linked Bonds,4,0.13bn,,,S&P,January 2023
CITY OF YOKOHAMA JAPAN,Japan,,SSA - Quasi-sovereigns,Sustainability,6,0.22bn,October 2022,https://dl.luxse.com/dl?v=XcbWrh+3Aeg0bCz5HeiFth5VVEU+weAwadcDvcDwa5aA8YouFbGct6wFCt/BDDsr0erawNxDk8RAVGowVpIfBZvPaAbdFxat+VWuDWZ1QN4uNrDDNaEoB/3i520rfRPf,R&I,October 2024
CITY OF ZURICH SWITZERLAND,Switzerland,,SSA - Quasi-sovereigns,Green,4,0.83bn,,,ISS ESG,June 2023
CITYCON OYJ,Finland,,Financials - Real estate,Green,3,1.10bn,December 2019,https://dl.luxse.com/dl?v=6NmI1dQeIcsnKAoXgFsRn8kIG4g2xjY/3ONjTUXsy98D5Li7rUdtBiFx1vutZtj1ejoqhb77FSGrTz2RZggTCUyInuIwkHx+VooGhiv/U5DIH+pHOWmiz2hTIcQO9vAJ,Cicero,November 2019
CITYCON TREASURY BV,Netherlands,,Financials - Real estate,Green,3,1.11bn,,,Cicero,March 2023
CIXI STATE-OWNED ASSETS OVERSEAS DEVELOPMENT CO LTD,China (mainland),,Corporate - Industrials,Sustainability,2,0.50bn,,,Fitch Ratings,December 2023
CJ CHEILJEDANG CORP,Korea,,Corporate - Consumer Staples,Social,1,0.05bn,,,Korea Ratings,September 2021
CK HUTCHISON EUROPE FINANCE 21 LTD,Cayman Islands,,Corporate - Consumer Staples,Green,1,0.58bn,October 2021,https://dl.luxse.com/dl?v=d2WoXeVakwQW/pZgxAWEN8yKj5JgpyOWCCWCzkZJpKqBP+X4h2TMvx6PRvj3DW3Fwl6W8rIYkUDhyfwXIv7rBDeuxYTFFqvxiYcSCSeHcqOQpFrqh4/MIy+NUDKNZ/QG,Sustainalytics,October 2021
CK HUTCHISON INTERNATIONAL 24 LTD,Cayman Islands,,Corporate - Consumer Staples,Green,2,1.00bn,May 2023,https://dl.luxse.com/dl?v=SOgG4dZ2+m3I0KS3A8DcY+XtTrnHgSvvLFvWNeRP1QW5orzFRbedMiUC0uhYnupymj6+I1YBfyYcSzW0rMDC67q4sJHYnKSQQZTqtpM9ZXqnpbWsa4kBxve3bLGBvDt7,Sustainalytics,May 2023
CK POWER,Thailand,,Corporate - Energy,Green,1,0.11bn,February 2022,https://dl.luxse.com/dl?v=6m2OvuTIn+pip+HAJvg8IoYPzkF5CQqIUpFw+c64nKy2um+zWLuf0PCNSVzL5nh1rjtrt/CyDtXvqTtfCdIF7rcd5u6H3xNPQ0jt0lA9wSSr6F1Eie1n+jkWHKKu/PZA,DNV GL,February 2022
CLARIANT AG,Switzerland,,Corporate - Materials,Green,1,0.18bn,,,ISS ESG,July 2022
CLARION FUNDING PLC,United Kingdom,,Financials - Real estate,Social,1,0.46bn,,,Imug,December 2019
CLARION FUNDING PLC,United Kingdom,,Financials - Real estate,Sustainability,3,1.13bn,,,DNV GL,April 2024
CLEAN RENEWABLE POWER MAURITIUS PTE LTD,Mauritius,,Corporate - Utilities,Green,2,0.36bn,,,,
CLEAN SUSTAINABLE ENERGY PVT LTD,India,,Corporate - Utilities,Green,1,0.04bn,,,KPMG,February 2022
CLEARFLOWPLUS PLC,Malta,,Corporate - Utilities,Green,1,0.03bn,,,Grant Thornton,June 2023
CLEARWAY ENERGY OPERATING LLC,United States,,Corporate - Utilities,Green,7,2.13bn,December 2019,https://dl.luxse.com/dl?v=wKDFr7s3BALN16ObMKkm1XnbSkH60I5yQelyRAQhUxsgdBfIHbEEAo0oYOazeIZjzIOmOaU9Mo33wig1c7kxoq9jpIbctu5umw9tH+gXdl+9ZR1ul06m4XcGz2NLj4NO,Sustainalytics,December 2019
CLIFFTON LTD,Mauritius,,Corporate - Industrials,Green,2,0.45bn,,,Cicero,March 2021
CLP POWER HONG KONG FINANCING LIMITED,Virgin Islands,,Corporate - Utilities,Green,1,0.10bn,,,DNV GL,June 2020
CMB INTERNATIONAL LEASING MANAGEMENT LIMITED,China (Hong Kong),,Financials - Commercial Finance,Green,3,1.11bn,August 2021,https://dl.luxse.com/dl?v=oOkmoHpoq7ccQTpWrEVW/XLdcW+JBfG6zvLclLq/dWWQG3+z2P+s26ROO0toQDCMJ6VoxFai0MeYqQeigc1ZxdFIdWfcjvojbn+B4+DjNVDwMOUPnWcLyPv/nuDh24e/,HKQAA,August 2021
CMT MTN PTE LTD,Singapore,,Financials - Real estate,Green,5,0.88bn,,,Moody's,July 2024
CNNC FINANCIAL LEASING CO LTD,China (mainland),,Financials - Commercial Finance,Green,1,0.17bn,,,,
CNP ASSURANCES,France,,Financials - Insurance,Green,1,0.83bn,,,V.E,June 2019
CNP ASSURANCES,France,,Financials - Insurance,Sustainability,1,0.54bn,,,ISS ESG,December 2022
CO ENERGETICA DO RIO GRANDE DO NORTE COSERN,Brazil,,Corporate - Utilities,Green,1,0.10bn,,,Other,June 2023
COASTAL EMERALD LTD,Virgin Islands,,Financials - Commercial Finance,Green,1,0.50bn,,,,
"COCA-COLA FEMSA, S.A.B. DE C.V.",Mexico,,Corporate - Consumer Staples,Green,1,0.71bn,August 2020,https://dl.luxse.com/dl?v=HL9LtQuWMfDcMAFd1S0/RVVC4x3Eqb2QJ3/0n4+Zs0E5QhrEz4gz+FPpon4bLdFIl4MoNUM/NuBqUReuilgbr1ykEI1tGaI85tQ9ELoo+PfsVO6VNoKZXt5sSuftbkK6,Sustainalytics,August 2020
"COCA-COLA FEMSA, S.A.B. DE C.V.",Mexico,,Corporate - Consumer Staples,Social,1,0.27bn,,,S&P,September 2022
"COCA-COLA FEMSA, S.A.B. DE C.V.",Mexico,,Corporate - Consumer Staples,Sustainability,1,0.02bn,,,S&P,September 2022
"COCA-COLA FEMSA, S.A.B. DE C.V.",Mexico,,Corporate - Consumer Staples,Sustainability Linked Bonds,2,0.47bn,September 2021,https://dl.luxse.com/dl?v=lDWuIsP0qzT7+sE/I0s3pxd+hFR+QynUmDFcJEBN9CbMCvt8KmrwDRuNuY+QcnPwitwGZ1FYlZx0Qj9HWntlLClRI//ef/TJfsZ0iMt7M1+BAF+1/IJmJCjXzdMt1/RW,Sustainalytics,September 2021
COCA-COLA HBC FINANCE B.V.,Netherlands,,Corporate - Consumer Staples,Green,1,0.50bn,,,ISS ESG,September 2022
COCA-COLA IÇECEK A.S.,Turkey,,Corporate - Consumer Staples,Sustainability Linked Bonds,2,0.50bn,January 2022,https://dl.luxse.com/dl?v=q8u8yMlM7Rpur36FZwmHgoyX7s6/6hYshNPRq9r4XuPw8FZJskI2w89sJrsDHkV5IxGjW+tojNya/OtcdM1RigjUCIpNWugED9iDCG4AjBbR3m8gEoXaGqy+PSUcXE9i,Sustainalytics,January 2022
CODIC INTERNATIONAL SA,Belgium,,Financials - Real estate,Green,1,0.02bn,February 2022,https://dl.luxse.com/dl?v=efyMR8IBlufBpWU9Xy9Yld7OaCigMgtN7V4qWEmlX4sGmv3d2u852tEUWFvzvJCSIDTMGDVlJ+oJ6RDbxwrz2jOZywjSrrUGYehgTwhNETBVyJpln1/vy9B/t7ybZaAW,ISS ESG,September 2021
COFINIMMO SA/NV,Belgium,,Financials - Real estate,Sustainability,2,1.17bn,,,V.E,May 2020
COGNA EDUCACAO SA,Brazil,,Corporate - Consumer Discretionary,Social,1,0.02bn,,,Other,August 2023
COLBUN SA,Chile,,Corporate - Utilities,Green,2,0.60bn,October 2021,https://dl.luxse.com/dl?v=xHfG2dN2CCnef3hzNeuJ1Lm4RDCcT6HfSF55nuX3kSnIqWolcdFVTB911UA70BKGtJvl9qb15SxSsCDc0qwqL16t5iTs/HUthpe5GOf9sAeOyo3mF2Al1HsXXqhUlB2r,Sustainalytics,October 2021
COLGATE-PALMOLIVE COMPANY,United States,,Corporate - Consumer Staples,Sustainability,1,0.58bn,,,V.E,October 2021
COLOMBIA (REPUBLIC OF),Colombia,,SSA - Sovereigns,Green,1,0.56bn,,,V.E,June 2021
COLOMBIA (REPUBLIC OF),Colombia,,SSA - Sovereigns,Social,2,3.80bn,,,Moody's,August 2022
COLUMBIA WATER AND SEWER AUTHORITY,United States,,Corporate - Utilities,Green,1,0.35bn,,,V.E,September 2019
COMBIO ENERGIA,Brazil,,Corporate - Energy,Green,1,0.04bn,June 2022,https://dl.luxse.com/dl?v=tlwVMAoSHpeLtBySAZO22wksE/1QZOo8yc0dv0bhpq4haS9bzzdvk4bKoSRxMoiCgc7D9RuOo7HK2SNG/za/5wjoakW24NcuOlg7pppA1LW6MKnPK30IhtkTDU35Y+44,Other,June 2022
COMCAST CORP.,United States,,Corporate - Communications,Green,1,1.00bn,,,S&P,January 2023
COMERC ENERGIA SA,Brazil,,Corporate - Utilities,Green,1,0.20bn,April 2023,https://dl.luxse.com/dl?v=CjbrDtSIO57FhMvrFlQlnBOTSameqUCOjsee7mDLWCOiUzQJudYNPtFrz+e6DLfOklUZL0zDAdVXfaCYzDLOVilfIMER/59+/5P34nszFkJZ/NPtXAglCkphVKf5tauz,Other,April 2023
COMERC PARTICIPACOES SA,Brazil,,Corporate - Utilities,Green,1,0.18bn,,,,
COMFORIA RESIDENTIAL REIT INC,Japan,,Financials - Real estate,Green,2,0.04bn,July 2020,https://dl.luxse.com/dl?v=5CoYGy8hnVtsW/AVy0lEwr9dB6UBgUCBkOCaJhKLKaJMiQIq5BbrTU86ZbV/WNYRTGohz/wmkES4koy6/MYvUYADZmeogVOykxLMZBNmVt0g90GRCckfDmiZUrjnshB+,Sustainalytics,July 2020
COMISION FEDERAL DE ELECTRICIDAD,Mexico,,Corporate - Utilities,Sustainability,15,4.00bn,January 2022,https://dl.luxse.com/dl?v=Zxa6xt+xG7ZTGVDDEOlCchEzScFBgJOJqL+XnTzTUshXp0HJmRrolWe+BFR8RGRUyESFqutl2JQQ9tGhO0C2dBys/ps/YQShCYf4rduMyduVEGQu6nwhOZh0u9ZHkj0t,Sustainalytics,January 2022
COMM 2022-HC MORTGAGE TRUST,United States,,Financials - Specialty finance,Green,7,0.47bn,December 2021,https://dl.luxse.com/dl?v=XjbUsjTjS9T04HxZWKita46oQ/QUzbGuGSaquN4i/Gd5Pnh1i//pK06nwYK8GLP6KHzGRVVSp5Ze2DIdmLmXGhTLi6+NEs4JbEQkT7wwwOK3wy3YqSjiWfxF1DLGr60K,Sustainalytics,December 2021
COMMERCIAL BANK OF DUBAI PSC,United Arab Emirates,,Financials - Banking,Green,1,0.50bn,,,ISS ESG,March 2023
COMMERZBANK AG,Germany,,Financials - Banking,Green,5,3.08bn,September 2018,https://dl.luxse.com/dl?v=jKlGfSkajrefl5CNSMnApFuOaXabHgBS/1Zve3AQHnUk/fWHlfI5rhM+qg+fURLqJVc2o9BkklU6mnPMbarSb5womS4CS1Y1m/4/HBnXuHuS7E7kruESFR0HI7kHjhrA,Sustainalytics,August 2024
COMMONWEALTH BANK OF AUSTRALIA,Australia,,Financials - Banking,Green,2,1.45bn,February 2024,https://dl.luxse.com/dl?v=eGRCv0DvaIeEi+GidarBlef1UuC06WUuuMoAVVUVYEkXF2BG/T7YITcVzkKMkPZ85MS7HtMN7U7Xb20NqAR660f6iWtzNoY+pIr3heH4uNMGTjJlvUHjG3YdrjqgVuqz,Sustainalytics,February 2024
COMMUNAUTE FRANCAISE DE BELGIQUE,Belgium,,SSA - Quasi-sovereigns,Social,28,2.68bn,,,Moody's,September 2024
COMMUNAUTE URBAINE DE BORDEAUX,France,,SSA - Quasi-sovereigns,Green,1,0.02bn,,,Moody's,November 2023
COMMUNAUTE URBAINE DE BORDEAUX,France,,SSA - Quasi-sovereigns,Sustainability,1,0.02bn,,,Moody's,November 2023
COMMUNE DE LYON,France,,SSA - Quasi-sovereigns,Sustainability,2,0.02bn,,,Moody's,September 2022
COMMUNIDAD DE MADRID,Spain,,SSA - Quasi-sovereigns,Green,5,3.13bn,March 2020,https://dl.luxse.com/dl?v=PhFOCQ5o7AP5YKJ7MlHTGQRIbu25d5vfWlVcC0DZkQrhnEPtYPXcKS9elyndGMQ/qJNgpvfFAx3M5g8vU+dNjsdFG7DxU75QB+a8TioDGcPww6yUNDYb9+uOFEpJU9om,Sustainalytics,March 2020
COMMUNIDAD DE MADRID,Spain,,SSA - Quasi-sovereigns,Sustainability,12,9.14bn,March 2020,https://dl.luxse.com/dl?v=vhuUPYAAe/kK7X0ueh/pt9DbOAmN1CgZRM9yhNdvnWdAj7bGycbb39D0xTdWgeipyvqufXyOto+IshWP1j9Sbc+887Wulee1MuonwzUlBR+AwK1frKP0q7ROJ3mHTYXZ,Sustainalytics,March 2020
COMMUNITY PRESERVATION CORP/THE,United States,,Financials - Consumer Finance,Sustainability,1,0.15bn,October 2019,https://dl.luxse.com/dl?v=SoGYfKDycXZoKv85W0B7G+TQOB6Umw9xLRcTXYjT6Nvux6NWTgtaZkcU4oqkaN3xMiYcMBvQAzscT6eWHY36EgLynNOTgodwsvsP5ibn1jIisR5eCYs72byn/pxdVvc2,Sustainalytics,October 2019
COMPAGNIE DE FINANCEMENT FONCIER,France,,Financials - Consumer Finance,Social,2,1.07bn,,,ISS ESG,April 2024
COMPAGNIE DE SAINT-GOBAIN,France,,Corporate - Materials,Green,2,2.16bn,,,Sustainalytics,March 2024
COMPAGNIE DE SAINT-GOBAIN,France,,Corporate - Materials,Sustainability Linked Bonds,1,0.51bn,,,ISS ESG,July 2022
COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA-COELBA,Brazil,,Corporate - Utilities,Green,3,0.39bn,,,Other,July 2023
